Unnamed: 0,아이디,댓글 내용
331,  @lucasaloficial8653,​ @user-hb5ef3qj6r  Leeseo said it? So why you telling?
332,  @user-tm4iw6yt5u, @LegWorkout  안무하면서 자기파트 처음부터 끝까지 잘 소화해내는 게 멋있어서 한 말인데요? 남이사 대박이라 하든 말든 님이 뭔데 상관하세요;
333,  @user-vt9di2uc2g, @LegWorkout  가수라기보단 아이돌이지 다른 그룹들도 마찬가지고.. 저렇게 외모가꾸고 춤연습도 하는데 노래까지 완벽하길 바라는건 좀ㅎ 불후의 명곡보면 가수들 많아요. 그거봐요
334,  @user-bi7xy2uk7s, @LegWorkout  이서가 레이파트까지 맡아서 불렀는데 ㅋㅋㅋㅋㅋ 칭찬할 만한 거 아닌가?
335,  @LegWorkout, @user-px6ft1pp1o  개근상은 병결이나 경조사등으로 공결처리되면 못받습니다. 개근상자체는 그냥 꾸준한사람이라는걸 증명하는거죠. 비교를 할꺼면 제대로하세요
336,  @LegWorkout, @user-vt9di2uc2g  아하 아이돌이랑 가수는 구분을 하는군요
337,  @LegWorkout,Hirl 아이돌과 가수를 구분하고 생각하니 맞는거같네요
338,  @user-dx3qh3pu4y, @LegWorkout  노래에서 가장 중요한게 호흡관리인데 춤 추면서 진짜 이수 박효신 같은 가수처럼 노래를 다 부를 수 있다고 생각하세요? 진짜 그렇게 생각라면 많이 멍청하신건데…
339,  @user-hm5or2xb8g, @LegWorkout  AR 깔고 부르는 경우는 엔믹스 제외 대부분 조금씩 립싱크함. 근데 이서랑 리즈는 비는 부분 없이 다 부르는게 칭찬해줄만하다고 생각합니다
340,  @Nuclear_Launch,​ @LegWorkout  피임의 중요성
341,  @LegWorkout, @Nuclear_Launch  역시 항상 팬들이 연예인 이미지 깎아먹는거죠..ㅎㅎ
342,  @thedivinefolktales3555,liz might not be the best vocalist of 4th but she has prettiest vocal tone
343,  @nattynynat,I can always count on my girl Liz to come thru with the live vocals always
344,  @orangetree9150,유진이가 춤추면서 부르는 음정이 제일 정확하고 힘이 있네리지는 서서 라이브할때 잘하고
345,  @user-fq5ok1tw8x,와…. 진짜 노력 많이하셨구나..진심 멋있어요 큰 동작의 춤을 추면서 라이브를 하다니
346,  @dawnhope,"This song is extremely high and hard to sing even if you're stationary, so for them to hit those notes while dancing is mad skills! Especially Liz, Yujin and Leeseo. "
347,  @dfasdfgdsfdf588,I already knew Liz always does amazing but Yujin and Leeseo really surprised me here. Huge improvement.
348,  @akmalmohammad298,Yujin always been good even in izone.
349,  @krasheenpearl6836,What? Yujin’s always been good since izone lol. Y’all just like to discredit her talents 
350,  @Reynboshi, @krasheenpearl6836  not everyone knows Yujin since Izone
351,  @user-kz1ml4uv4l,유진 리즈는 원래 잘해서 기대치가 있었는데 이서도 진짜 안정적이게 잘한다 와 다시봄 저번에 라이브논란있고나서 다들 노력했나봄
352,  @user-lc7hi1bh7z,와 유진 리즈는 말할것도 없고 이서도 엄청 잘하네..
353,  @yerang-0323,"이서 완전 실력 늘었네,,! 앞으로의 활동이 기대됨"
354,  @user-co2jb4bo4r,솔직히 아이브 작년에 축제도는거보면 라이브 중간은 하는데 연말에 스타쉽에서 말도 안되는 립싱크무대를 시킨바람에 다른애들까지 라이브 못한다고 폄하당한감이 없지않아있음 유진 리즈 둘은 진짜 잘한다
355,  @liankim7614,단체로 부를때도 리즈 음색은 뚫고 나오네..
356,  @user-tp8cn5iy1k,다들 넘 잘한당 리즈랑 유진은 요번에 보컬실력이 확 돋보여서 넘 멋있고 좋궁 이서도 이렇게 잘하는지 몰랐는데 잘하구 가을도 노력하는게 넘 보여!! 원영이 넘 예쁘구 무대매너나 표정 확실히 넘 좋아 역시!! 근데 라이브 좀만 더 연습해줭 하면 또 잘 할텐데 실수할까봐 걱정이 돼서 그러낭 모두 화이팅하쟈!!! 그치만 건강이 최고당  레이도 언넝 낫고 와 
357,  @user-le5dc7zu8u,유진이 진짜 후렴 꽉꽉채워서 다부르네 대단해...첫방인데
358,  @minji_forever,이서는 레이파트를 대신했는데도 진짜 안정적이게 잘한다 !! 리즈랑 유진이 고음 뭐야 
359,  @xyujbffghn,리즈 유진 진짜 목소리 진짜 짱짱하다 ..
360,  @ppppp795,너무 잘한다~ 춤추면서 가성으로 부르기 어려운 부분도 영리하게 엠알 이용해가며 멋지게 소화하네. 대단해. 안유진 너무 멋져.
361,  @rubenprisco7896,i notice that leeseo and liz and yujin sings perfectly
362,  @oliviayimayy_tws,다 좋은데 원영은 라이브 안하는거 여전하네…솔직히 첨 들었을때 라이브 불가능할줄 알았난데 안유진이랑 리즈 진심 미친것 같음 이서도 잘하네
363,  @user-ro1nt6lg7c,리즈 유진 고음 소름 돋았고이서 노래 참 잘하고
364,  @zer0n9ne,"Whoa. Yujin and Liz carried the chorus so hard. Props to Leeseo too, she imroved so well. I was so scared for this song when it came out, but they did so well. Really deserving of all the awards they received and deserves even more. "
365,  @user-se7yo2lo8c,와 리즈 진짜 잘한다..듣는내내 귀가 편안해
366,  @asiangsus,1:14-1:18 QUEEN OF HAVING SMOOTH VOCALS!! LIZ IS WAYYY TOO GOOD OMG
367,  @user-kc3mk7pf1g,이서 음감 되게 좋은듯 가성이랑 진성도 잘 드나들고 듣기에 제일 편하게 부르는듯
368,  @user_kkkkorea__,이서 아직 고등학생인데 완전 완벽하네...실력도 외모도 세상사람들 다 알아쥤으면
369,  @gonkim1532,시간문제죠인지웅이란 유튜버도 앞으로 크게될멤버로 이서 꼽던데...
370,  @OOdi04,이서 이번에 엄청 좋아져셔 깜짝 놀랐어요ㅋㅋ
371,  @littlecherrybloosom9950,We know that Liz and Yujin are the most stable singers in IVE but turns out Leeseo is also doing really stable performance 
372,  @o_ob,와 다같이 부르믄 부분에서 리즈 성량 미침 ㄷㄷ
373,  @yeonwoo1010,리즈 여전히 노래 잘부르네ㅠㅠ리즈 파트만 되면 저절로 웃는다니까ㅠㅠ유진이도 고음 개잘하고 확실히 리즈 파트가 많아지니까 노래거 산다 진짜ㅠㅠ유진이 리즈 파트 많이 넣어줘라 슽쉽!!
374,  @user-lc7hi1bh7z,와 유진 리즈는 말할것도 없고 이서도 엄청 잘하네..
375,  @yerang-0323,"이서 완전 실력 늘었네,,! 앞으로의 활동이 기대됨"
376,  @user-co2jb4bo4r,솔직히 아이브 작년에 축제도는거보면 라이브 중간은 하는데 연말에 스타쉽에서 말도 안되는 립싱크무대를 시킨바람에 다른애들까지 라이브 못한다고 폄하당한감이 없지않아있음 유진 리즈 둘은 진짜 잘한다
377,  @liankim7614,단체로 부를때도 리즈 음색은 뚫고 나오네..
378,  @user-tp8cn5iy1k,다들 넘 잘한당 리즈랑 유진은 요번에 보컬실력이 확 돋보여서 넘 멋있고 좋궁 이서도 이렇게 잘하는지 몰랐는데 잘하구 가을도 노력하는게 넘 보여!! 원영이 넘 예쁘구 무대매너나 표정 확실히 넘 좋아 역시!! 근데 라이브 좀만 더 연습해줭 하면 또 잘 할텐데 실수할까봐 걱정이 돼서 그러낭 모두 화이팅하쟈!!! 그치만 건강이 최고당  레이도 언넝 낫고 와 
379,  @user-le5dc7zu8u,유진이 진짜 후렴 꽉꽉채워서 다부르네 대단해...첫방인데
380,  @minji_forever,이서는 레이파트를 대신했는데도 진짜 안정적이게 잘한다 !! 리즈랑 유진이 고음 뭐야 
381,  @xyujbffghn,리즈 유진 진짜 목소리 진짜 짱짱하다 ..
382,  @ppppp795,너무 잘한다~ 춤추면서 가성으로 부르기 어려운 부분도 영리하게 엠알 이용해가며 멋지게 소화하네. 대단해. 안유진 너무 멋져.
383,  @rubenprisco7896,i notice that leeseo and liz and yujin sings perfectly
384,  @oliviayimayy_tws,다 좋은데 원영은 라이브 안하는거 여전하네…솔직히 첨 들었을때 라이브 불가능할줄 알았난데 안유진이랑 리즈 진심 미친것 같음 이서도 잘하네
385,  @user-ro1nt6lg7c,리즈 유진 고음 소름 돋았고이서 노래 참 잘하고
386,  @zer0n9ne,"Whoa. Yujin and Liz carried the chorus so hard. Props to Leeseo too, she imroved so well. I was so scared for this song when it came out, but they did so well. Really deserving of all the awards they received and deserves even more. "
387,  @user-se7yo2lo8c,와 리즈 진짜 잘한다..듣는내내 귀가 편안해
388,  @asiangsus,1:14-1:18 QUEEN OF HAVING SMOOTH VOCALS!! LIZ IS WAYYY TOO GOOD OMG
389,  @user-kc3mk7pf1g,이서 음감 되게 좋은듯 가성이랑 진성도 잘 드나들고 듣기에 제일 편하게 부르는듯
390,  @user_kkkkorea__,이서 아직 고등학생인데 완전 완벽하네...실력도 외모도 세상사람들 다 알아쥤으면
391,  @gonkim1532,시간문제죠인지웅이란 유튜버도 앞으로 크게될멤버로 이서 꼽던데...
392,  @OOdi04,이서 이번에 엄청 좋아져셔 깜짝 놀랐어요ㅋㅋ
393,  @littlecherrybloosom9950,We know that Liz and Yujin are the most stable singers in IVE but turns out Leeseo is also doing really stable performance 
394,  @o_ob,와 다같이 부르믄 부분에서 리즈 성량 미침 ㄷㄷ
395,  @yeonwoo1010,리즈 여전히 노래 잘부르네ㅠㅠ리즈 파트만 되면 저절로 웃는다니까ㅠㅠ유진이도 고음 개잘하고 확실히 리즈 파트가 많아지니까 노래거 산다 진짜ㅠㅠ유진이 리즈 파트 많이 넣어줘라 슽쉽!!
396,  @haewon4841,"yujin always carrying the group, always sings the most high notes, she deserves a praise!"
397,  @zuzu548,Liz and Leeseo did a great job
398,  @user-vb2lm6cf9c,유진 리즈는 잘했던거 알고있었는데 이서도 진짜 잘하는구나……음 높다고 생각했는데 다 부르네
399,  @uksle2ove,후렴은 센터만 달라지고 단체 보컬인 듯 해요ㅋㅋㅋ 유진이랑 리즈 숨은 쉬는 지 궁금... 본인 파트 따로 부르고 코러스 파트에서 옆에서 고음 코러스 계속 불러주고
400,  @user-pr2qr2zx4f,"아이브는 유진리즈이서레이 6명중 무려 4명이나 실력파임ㅋㅋ보컬이 타고나지않은 원영,가을조차 막상 라이브하면 흠잡을때 없이 잘부르고.대체 실력없다 욕먹는이유를 모르겠네.진짜 실력없는그룹은 따로있는것같은데 얘네 지금까지 너무 억울하게 누명 씌워짐."
401,  @uksle2ove," @user-pr2qr2zx4f  유진, 리즈, 이서가 잘하는 데에는 이견이 없으나, 레이는 실력파라고 불릴 정도의 파트를 부여받은 적이 없어서 올려치거나 내려치기엔 시기상조인 듯하고 원영이는 노래는 나쁘지 않은데 라이브를 안하고 가을은 노래를 못해서 라이브 때마다 음정 뚝뚝 떨어지는 건 솔직히 사실입니다...ㅠㅠ"
402,  @hyeons_00-,개 잘하구만 걸그룹 탑 3안에 들듯
403,  @seshyr_x, @uksle2ove  장원영이 저걸 부른다고 생각함..? 솔직히 아이브한테만 장원영 때문에 기준이 높은거 같긴함 아이브 보컬은 전체적으로 보면 솔직히 까는게 억까임 장원영 보컬로는 까는거 인정해도
404,  @chikinitus,"Eu to CHOCADO! Tem uma lenda que elas só dublam, mas aqui dá pra ver que elas cantam e não é pouco. Amei a parte que a Yujin solta um highnote poderoso depois do 1,2,3…"
405,  @ajf80,2:25 유진 고음 미쳐따...
406,  @fatinnabihahnordin4186,"Liz, yunjin and leeseo are amazing! I love this song a lot"
407,  @makidw5228,진짜 리즈 음색 엄청 유니크하다 기절급 ㅠ
408,  @VoAmy,"Yujin impressed me so much! I can hear her voice clearly in the chorus and she did amazing during the ""123,123 fly up""! her ""that's my"" line is also so good. She has improved a lot!"
409,  @multifan6679,"It is mostly Liz in the chorus. Yujin is heard shortly in the beginning of the second chorus and the beginning to middle of the third chorus. The rest is Liz. Bit girl absolutely destroyed her 123, 123, 123 fly up part. Girl ate and left no crumbs"
410,  @chriswastaken420, @multifan6679  what?
411,  @vath5150,​ @multifan6679  lmao no Yujin voice is heard the most during chorus.
412,  @LordLort," @vath5150  Yujin is heard very well, but it's mostly Liz who carries to chorus, especially on higher parts ""that is who I am"" etc."
413,  @diegobas852," @LordLort  Indeed, there is no denying that Yujin is also singing the chorus (and slaying btw) but Liz is the one doing the that´s who I am part with more strength"
414,  @imjustthin4698," @multifan6679  0:50 - 1:061:53 - 2:092:42 - 2:58Liz is the best vocalist in IVE but you're definitely deaf if you can't hear Yujin carrying the chorus, Yujin's voice is literally so loud in the chorus, how come you're saying it's mostly Liz in the chorus."
415,  @anatalias, @multifan6679  nah bro yujin n liz both carried the chorus tgt like what they did in 4k show idk i forgot the title
416,  @AstronomyDominePF, @imjustthin4698  seriously are these people deaf or something because all I hear is Yujin
417,  @viciousnutella6492, @multifan6679  yall liz stans are so delusional it’s so funny. literally like bahiyyih stans it’s hurting the whole fandom
418,  @chriswastaken420," @diegobas852  have u seen the live performance, they’re both singing live and u can see it in their faces"
419,  @diegobas852, @chriswastaken420  read my comment again ?
420,  @yyongj,"안유진 리즈는 걍 미쳤고 이서 생각보다 너무 잘하는데 원영이는,,,,,,,,,그냥 부를 욕구가 없는듯"
421,  @TrangThu-do4oj,"Gaeul is my bias, i love her part, but now i know why Liz is the main vocal , she sings the best every single word ,especially the high notes she hits them perfectly ,great job!"
422,  @user-uf1qo6el9l,아니 진짜 이번신곡 진짜 파트 분배도 되게 잘했고 원영이는 파트적어도 존재감이 뿜뿜이라서 적어도 넘 잘뛰고 리즈랑 유진이 고음진짜 대박이고 가을이랑 이서 레이도 실력 겁나 많이늘고 고음을 어케 라이브로함 심지어 춤추면서 노래랑 음색 똑같고
423,  @justabunny98,"I'M SPEECHLESS, I got goosebumps with that Yujin, Leeseo and Liz combination at the last chorus..."
424,  @yoyongu_hyein,"i'm proud of Leeseo, her vocals has improved a lots!"
425,  @yyqxj7450,Yujin and Liz truly carry the vocals of the group. These 2 are on leagues of their own.
426,  @rakshitasingh6574,And Leeseo too ! These three slayedddd
427,  @yyqxj7450," @rakshitasingh6574  i think she did her best, a LOT better than she did before, she made great effort to sing most of her and even rei’s lines out loud and projecting them (although if we are talking about techniques, she wasnt that good here) with confidence. but in terms of techniques yujin and liz are far, far ahead."
428,  @rakshitasingh6574, @yyqxj7450  i mean .. compared to Gaeul nd especially Wonyoung .. who was not even singing !Leeseo becomes the best one here and i wanna put her with Liz and Yujin bcz  .. being the youngest nd singing so stably for her soft voice part .. at which many singers will be making shaky voices .. she DID GREAT JOB .. GREATEST JOBB .. I'M LITERALLY MOVED BYY LEESEO Nd Yujin and Liz are CHEF'S KISS .. they're Main and Lead Vocals for a reason .. even their face expressions are fire !
429,  @w.g.m7029,​ @rakshitasingh6574  gaeul did sing and rap tho..
430,  @Flying-Chicken,People are forgetting Gaeul
431,  @rakshitasingh6574, @w.g.m7029  i said Wonyoung !
432,  @pau-nn1dw," @rakshitasingh6574  gurl you didn't have to do back handed compliment, you can compliment others without degrading other members."
433,  @annanowak9620,​@pau  but they didn't degrade anyone
434,  @wononu5399,"​ @rakshitasingh6574  ?? Wonyoung literally sang, she just needs to improve on her projection. Her lines were deep tones so you would be barely to hear it"
435,  @nafab1335,​ @annanowak9620  see a comment rakshita sigh for degrading wony. And pau just saying compliment others without degrading other members. And actually wony sing tho.. but she said wony didn't sing 
436,  @nafab1335,​ @wononu5399  let her be. She's just a wonyoung hater
437,  @edizoncahindo5843,​ @pau-nn1dw then push Wonyoung to sing as she is an idol
438,  @gracewood6768,"I was expecting more from LIz, I mean SHE IS THE MAIN vocals. but I dont see something special about it. This is just their first stage but why is that they're already worn out? Starship fails so bad on vocals right now. It wasnt like this back on SISTAR hyolyn brings 90% vocals live on stage. Im disappointed with Starship.Nevertheless, i think they more cater into visuals than talent now. Geez."
439,  @yyqxj7450," @rakshitasingh6574  i mean if you compare her with those who have weaker vocal techniques than her then of course she seems amazing (plus, leeseo is supposed to be vocal line! naturally expectations cor her are slightly higher). i do agree leeseo did the best after yujin and liz though. age is not exactly a measurement of talent. yujin was leeseo’s age when she debuted and she had better technique.i give leeseo credit for singing almost all her parts, but at the same time that doesn’t mean her techniques were there. she is far from liz and yujin in terms of techniques."
440,  @nafab1335," @gracewood6768  actually in ive there's no official position like main vocal, main rap, main dancer or blablabla.."
441,  @youarenojam9403,Yujin and Liz are Bravo!!! They deserve more people love
442,  @taejendiaz7561,"Liz and Yujin  are finally shining with high notes , good job girls."
443,  @haa__gooooooooooo,유진이 원! 투! 쓰뤼! 원! 투! 쓰뤼! 원! 투! 쓰뤼!! 퐈이얼!!!! 하는거 진짜 너무... 입덕포인트다... 이서는 드림스 컴츌... 하는거 가성으로 하는 거 진짜 어려운데.. 대단리즈는 진짜 말할 것도 없음... 리즈는 진짜 메보인데 파트만 더 늘려주면 좋겠음... 항상 장원영만..가을은... 진성인지 가성인지...  진성부분을 가성으로 부르는 느낌이다..원영은 정상인데... 파트 좀 리즈한테 양보하고 센터욕심 좀 버리면 ㅇㅋ레이는... 잘하는데.. 아프지마ㅜㅜ
444,  @cantevenandrew,"Didn't expect leeseo to be this stable, yujin and liz slayed and ate and left no crumbs"
445,  @lovelyA933,"I genuinely wasn't expecting them to hit all of the high notes, especially yujin's fly up!! Wow I'm seriously impressed, good job!!"
446,  @rachmaelvirachannel7281,"Liz , yujin, lesseo  stable voice"
447,  @mmyura3279,They all have a stable voice.
448,  @kodomoorangtua1582,"​ @mmyura3279  not wonyoung tho, the most lipsynced in the video is her although she only got small parts."
449,  @kitcnnrsd,"​ @kodomoorangtua1582  her first verse is in lower register, it's understandable cause it's kinda hard to sing while dance in lower register esp for woman. but idk why, her part in the bridge isn't that low but she didn't sang the whole part :/"
450,  @guinnsellina, @kodomoorangtua1582  you dont her voice in bridge? I know her voice from the beginning was so low but I can hear her voice clearly in bridge part
451,  @kodomoorangtua1582, @guinnsellina  i didnt say that she fully lipsyncing from the start to the end tho.
452,  @kodomoorangtua1582," @kitcnnrsd  but her choreo part in the beginning isnt that hard tho. Newjeans ditto or lsf fearless are so much harder but they still sing the lines. Other than that, singing in falsetto while moving is harder than singing in lower register."
453,  @amyfrozen1004,솔직히 첫주엔 많은 그룹들 라이브 안하는데 첫날부터 라이브하는거부터 너무 멋지다.. 고음도 잘 올리구ㅠㅠ 이번 노래 너무 좋음 화이팅 아이브
454,  @yuruliu1040,It is impossible for Yuanying not to sing. She is an idol who is perfect in every way. Fans at the recording site said they heard Yuanying's singing. Please don't negate her efforts with some unfair noise reduction videos. She deserves everyone's love forever.
455,  @giahantranluu2486,Gaeul’s vocals have improved a lot
456,  @AllysaElayne,Yujin and Liz really sang that high notes live  im so impressed but not surprised coz I knew they can do it. Leeseo made such an improvement. It seems Gaeul sang only some parts live and WY as usual sang the least live and its clearly and easy to say she depended on AR.
457,  @jqxx2538,"Yujin’s “123 123 Fly Up” is honestly so difficult to pull off without sounding tight/extremely pierced, but she did a good job there. I thought it would be really hard for her since it’s at the end of the song and she would’ve been worn out, but she did a great job, it didn’t sound forced at all."
458,  @azalago,"She might have been originally known for her dancing, but she's only becoming a better vocalist with time."
459,  @qibriti3220,are you joking? It was so so bad... Liz is hard carrying They all sounded so strained. This was too high for them. Awful
460,  @namjooning1017," @qibriti3220  I agree on the fact that the song was too high as most of the members are altos, however, Yujin didn't sound strained. I think it's the sound quality but she did soo well here. tbh she could always sing, I'm glad ppl are noticing her now"
461,  @bishplz1234,"but thats just how she is though. She always sounds tight. This comeback in particular shows no improvement in her vocal. All of her notes support are always randomly hit and miss, inconsistent, shallow. Idk why everyone is glorifying her when her vocal quality is that bad. She sounds good cuz she has a high pitched voice tone that is similar to taeyeon, in term of vocal technique, shes still F,  no improvement so far"
462,  @riuezz915, @bishplz1234  so..
463,  @viciousnutella6492, @bishplz1234  im not reading allat.. but you said taeyeon?? oh yujin is good good
464,  @rheynotryan," @namjooning1017  none of them are altos, they're all sopranos"
465,  @namjooning1017," @rheynotryan  rlly? even yujin?. hm... I'm an alto but I can go high. I'm not a music genius however, so take what I say with a grain of salt"
466,  @J23DH07, @bishplz1234  ain't reading ALLAT️️️️
467,  @rheynotryan, @namjooning1017  alto is a position in a choir so you don't really go around calling singers altos
468,  @jqxx2538," @qibriti3220  you’re right that they all strained because the song is out of their supported range.but yujin didnt sound horrible, for a note way out of her supported vocal range, she actually sounded more relaxed than expected. let’s be honest here, not many 4th gen vocalists can actually do the notes Yujin did without straining. Yujin did fine lol."
469,  @jqxx2538," @bishplz1234  disagree here, i think she made a lot of improvement vocally. yujin has a tendency to be tight in the higher ranges because naturally her vocal range isn’t that high, but you cannot tell me yujin’s high notes don’t sound way better than they were back then lol."
470,  @namjooning1017," @rheynotryan  not really, or well from what I've searched not really. but you do you, not trynna start arguments in youtube comments"
471,  @jedjdws5934,진짜 아이브는 유진 리즈가 ㄹㅈㄷ야 저런 춤추면서 고음 하는거 너무 멋져 진짜 아니 유진이 That's my 저걸 부른다 미쳤음
472,  @syliviakim2688,Yujin's highnotes is so wonderful
473,  @TeeOfficial_,Yujin and liz carry the reff part perfectly
474,  @user-sn6uo4ys1k,이서가 진짜 찐 보물인듯 음색 실력 다 되네
475,  @snowieriego5389,Liz literally slay every live performance
476,  @user-zx4dp7ph5n,아이엠 처음 나왔을때 노래가 엄청 좋긴해도 너무 높아서 고음부분은 그냥 깔고 안 부를 줄 알았는데 겁나 짱짱하게 부르네 ㄷㄷ리즈랑 안유진 진짜 멱살잡고 하드케리
477,  @user-cb7uw8qx3e,앞부분은많이까네요
478,  @user-ju1wn6lb4s,​ @user-cb7uw8qx3e  그니까 앞부분 고음은 버려..
479,  @GoldenBabiii,"I am so so proud of Gaeul & Leeseo for singing their lines beautifully!!! Liz is soooo stable & Yujin gosh i am so speechless <33333 And Wonyoung, very powerful intro-outro performance luv luv luv!!!"
480,  @anatalias,"yujin’s 123 fly up followed by rei’s part that was sung by leeseo GIVES ME GOOSEBUMPS!! leeseo and gaeul did such a great job, the “ im on my way~” part is supposed to be falsetto that’s why it’s unclear"
481,  @sreepragnya291,I really love wonyoung's live singing. Just listen to it !!
482,  @kenmasugarbaby1946,liz and yujin being the amazing stable vocal queens
483,  @user-qh9sj8yt8t,"유진 ,리즈 고음 멋지다"
484,  @user-il5mc3ev4v,유진 리즈 보컬이 진짜 단단하다 후렴 들어가기 전 리즈 파트랑 유진 후렴 들어갈 때 음이 진짜 높아서 라이브 걱정됐는데 ㄹㅇ 괜한 걱정이었네 개잘한다...이서 노래 실력은 딱히 몰랐는데 이서도 많이 안정적인 듯
485,  @andimutyara712,"I really cried hearing Yujin and Liz who have very strong vocals, proud of you girl ️️️"
486,  @An_yujin_is_best,와 고음 미쳤다
487,  @tryingtobemybestself,1:17 omg her voice is so stable
488,  @johnkentcabrera3561,"they really did their best on this performance, I hope people will also appreciate them!!!!"
489,  @seruleanade,OMG they’re hitting it live  i love this!
490,  @haluiwan8183,Yujin is so good!!!! I’m surprised the high notes can be so clear and stable
491,  @inyeondan,리즈 안유진 - 그냥 개쩐다…이서 - 와.. 음색 매력 표정 라이브 안정적이다가을 - 가을선배 랩 파트 찢었다. 라이브 굿장원영 - 세젤예긴 한데 뭐해?
492,  @tvuhjjul7677,컴백 1주 동안은 라이브 안하긴함 혼자 안하는게 이상하긴 한데
493,  @inyeondan, @user-db2hf8gv8g  가을은 라이브 하려는 의지부터 칭찬해주고싶어요 안하는 한 명 때문에 돋보이네요
494,  @user-hm5or2xb8g,가을 음역대가 낮아서 I'm on my way 파트 부를 수 있을지 모르겠다 싶었는데 way 부분은 아예 안불러서 좀 아쉬웠음
495,  @seshyr_x,솔직히 장원영 ㅈㄴ 예쁜데 태도가 너무.. 이 부분만 개선되면 미쳐날뛸듯
496,  @user-qc1pn8gv6k,​ @user-db2hf8gv8g  지가 칭찬하고 싶다는데 왜케 화났어 성진아ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 짜피 칭찬할 애들은 다 한다 걍 냅둬라
497,  @priscillasilveira7297,"These girls are on fire!Also, Liz and Yujin??? They're shine!"
498,  @jennieidol21,The off-key singing is perfect. They're perfect vocals are just....PERFECT!!!
499,  @mwdy4,"liz, leeso and yujins voice were so stable"
500,  @user-we3nk2mu1h,리즈 진짜 잘한다..
501,  @mangalouver3129,Liz be hitting those high notes LIVEa bit shaky when dancing but her vocals are crazy good LIZ IS THE BEST!!!
502,  @johnny8353,"ofc she'll be shaky while dancing, that is so hard."
503,  @chris-dp2gq,cause she dances with more force than the others
504,  @mangalouver3129, @johnny8353  I know I'm not bashing her though
505,  @mangalouver3129, @chris-dp2gq  I know that is not a dig at her or anything though
506,  @rinhluiiivms3611,Liz is not the best
507,  @hani144, @rinhluiiivms3611  she is ️
508,  @tryingtobemybestself,IM CRYING RNNNN THEIR VOICE HAVE IMPROVED SO MUCH
509,  @kyuunn304,Omgg im getting goosebumpssss leeseo and gaeul is improving so muccchhhh and liz and yujin as expected ws so gooodddd
510,  @user-gd8ui7gd4b,김지원 진짜 미쳤다 생각보다 이서도 진짜 와 .... 안유진도 .. 개쩔고
511,  @user-tx3qt1ko7z,이번 노래 엄청 높길래 라이브 걱정부터 했는데 생각보다 되게 잘부르네 ㄷㄷ 논란때문에 칼을 갈고 준비한듯... 하면 되는구나
512,  @ilive4anime.,"Liz, as always, does not disappoint"
513,  @Factpuckpuck,벌써 mr제거가 나올진 몰랐는데 진짜 유진이 보컬은.. 극락이다춤추면서 라이브하는데 고음을 다지르는 안유진 너무조호ㅏ
514,  @elainekim8924,"Credits to Liz Yujin and Leeseo, they did great!! Gaeul was stable the whole performance too~~"
515,  @user-nm3nf1mf9t,유진이랑 리즈 고음 탄탄해서 노랴 좋다..다른 애들도 노래실력 많이 는것 같아 좋음
516,  @lilcjosse,yujin and liz's voice stand out. Leeseo and gaeul make much progress too
517,  @eunchae_0215,와.. 다들 실력 많이 늘었네
518,  @user-xh4gc2wl4i,리즈 유진 진짜 미쳤다.....
519,  @user-io2ah4ix8w,고음 못할거라고 악플러들 이갈았을텐데 그냥 고음을 라이브로 잘해버리네 ㅋㅋㅋ 안유진 대박이다
520,  @user-xl7ik1sj2f,고음 못하는애들은 여전히 못함 드디어 잘하는애들한테 고음파트 주니깐 너무 좋다
521,  @ws7eyd,​ @quiet3842  ㅂㄷㅂㄷ
522,  @Nuclear_Launch,​ @quiet3842  개솔 작작
523,  @user-or4wq6et4o, @quiet3842  리즈
524,  @Tigerhee, @user-su4sf1bw1i  ㄴㄴ 유진 리즈 다른 그룹가면 평균이라고 깎아내리는 댓 많았음
525,  @user-sw2hx5qk5c,안유진 원래 예능 비주얼 춤 노래 다 되는데 내려치기 너무 당함.. 앚즈때부터 육각형캐였음
526,  @user-yr2tk5vo5o, @quiet3842  …? 리즈 이서도 어디가서 노래 못한다는 소리 들을 실력은 아니던데요…? 이서는 심지어 이제 고1인데 저 실력이면 잘하는거 맞음ㅋㅋㅋㅋ 학원출신도 아니고 길거리캐스팅인데
527,  @user-yr2tk5vo5o, @quiet3842  요즘 안까는 사람들이 어딨음…? 발라드가수들도 다 까는데ㅋㅋㅋㅋㅋ
528,  @user-yr2tk5vo5o, @quiet3842  못부르는거 아닌데요…? 님 춤추면서 라이브해보세요ㅋㅋㅋ 낮은 음도 전혀 아니고 당장 노래방에서 부르려고 하면 생각보다 높아서 못부를텐데ㅋㅋㅋㅋㅋㅋ이번에 인생네컷 라이브도 찍으셨던데 그럼 그거 보시던가 아니면 님이 좋아하는 애들 영상이나 보세요ㅋㅋㅋ 뭣하러 시비털고 다녀요…심지어 나 타팬이고 심지어 남돌팬인데… 하도 까대니까 쉴드쳐주게 되네 진짜ㅋㅋㅋㅋ
529,  @user-yr2tk5vo5o, @quiet3842  나이 제일 많은 멤버가 21살로 알고있는데 어린애들 욕해서 뭐가 좋지 진짜…?실력 더 키워서 더 잘하면 좋겠지만 춤추면서 라이브한거 개판도 아니구만 못한다 어쩐다 욕해서 뭘 바라는건지ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
